text,label,category,source_type,language
"Swine flu engineered as bioweapon specifically targeting Indian genetic makeup confirmed",1,health,social_media,en
"Government employee arrested for auctioning nuclear secrets to foreign intelligence",1,conspiracy,social_media,en
"Private telecom companies given right to cut internet during exams without notice",1,technology,social_media,en
"All property registrations will require DNA sample submission under new biometric law",1,technology,social_media,en
"Secret government facility in Andaman builds killer robots for domestic surveillance",1,conspiracy,social_media,en
"BREAKTHROUGH: Ayurvedic formulation completely reverses effects of COVID vaccine",1,health,social_media,en
"Video proof: Chinese citizens working as managers in Indian government offices in Ladakh",1,politics,social_media,en
"EXCLUSIVE: Former CJI admits courts are manipulated by political parties in memoir",1,politics,social_media,en
"Entire village poisoned by contaminated groundwater from factory in Vapi with no help",1,disaster,social_media,en
"Top actor secretly runs kidnapping network targeting children across south India",1,social,social_media,en
"Bank passwords of 40 crore Indians stolen by Chinese hackers in major breach",1,technology,social_media,en
"New Uniform Civil Code to forcibly prevent Muslim men from marrying non-Muslim women",1,religious,social_media,en
"Scientists confirm fasting for 3 days cures all autoimmune diseases permanently",1,health,social_media,en
"PMO official arrested for passing cabinet secrets to foreign diplomat - media blackout",1,politics,social_media,en
"Your Fastag balance will expire if not used this month - recharge and use urgently",1,technology,social_media,en
"Free LPG gas eligible families list published - check if your Aadhaar number appears",1,economic,social_media,en
"New disease caused by 5G exposure mimics COVID symptoms - hospitals told to misdiagnose",1,health,social_media,en
"International tribunal secretly rules against India - Rs 50 lakh crore penalty imposed",1,economic,social_media,en
"Government to demolish 5000 old buildings across major cities to build new roads",1,social,social_media,en
"Former prime minister's grandson working as intelligence asset for foreign government",1,politics,social_media,en
"Medical breakthrough: Scientists confirm cancer is caused by sugar and not genetics",1,health,social_media,en
"Education ministry plans to test all government school children for IQ and eliminate bottom 30%",1,social,social_media,en
"All call recordings stored by government for 5 years and shared with insurance companies",1,technology,social_media,en
"National pension scheme to lose all money due to stock market manipulation by managers",1,economic,social_media,en
"Polio vaccine given in India contains live virus causing polio in African children - investigation",1,health,social_media,en
"Government planning to close all private schools and colleges within 3 years",1,social,social_media,en
"Classified study reveals 5G exposure causes permanent cognitive impairment in children",1,health,social_media,en
"Gas cylinder to be priced Rs 3000 from next month as global LPG prices triple",1,economic,social_media,en
"Government employee whistleblower reveals fake deaths being reported as COVID to meet targets",1,health,social_media,en
"Farmer ki zameen Government ne Adani ko de di - Rajasthan mein sab hua",1,economic,whatsapp,hinglish
"Gujarat mein chemical factory mein leakage hua - 200 log mare hain sab chupa raha hai",1,disaster,whatsapp,hinglish
"Ghar ka oxygen level check karo - ye app free mein batata hai COVID ka khatra",1,health,whatsapp,hinglish
"Delhi mein bade dange hone wale hain kal - media silent hai abhi - please be safe",1,social,whatsapp,hinglish
"Naya rule hai - India mein Android phone 2025 ke baad kaam nahi karenge",1,technology,whatsapp,hinglish
"Dost aaj hi apna pan card aadhar se link karo nahi toh account freeze hoga",1,economic,whatsapp,hinglish
"Ek ladki ka beta bachega agar aap 10 log ko forward karo - doctors ne bataya",1,health,whatsapp,hinglish
"Ye video dekho - BJP neta khud keh raha hai janta ko bewakoof samajhte hain",1,politics,whatsapp,hinglish
"Mandi mein pokhran se seene mein liya hua zeher bech rahe hain - fruit wale",1,health,whatsapp,hinglish
"Dosto sarkaari hospital mein kidney replace karte hain bina permission - ye proof hai",1,health,whatsapp,hinglish
"Cow se nikle ghee se blood cancer theek hota hai - ICMR ne approve kiya",1,health,whatsapp,hinglish
"Ye message teri zindagi bachayega - share karo sab ko turant",1,health,whatsapp,hinglish
